"","business_id","Score","name","longitude","latitude"
"857",4987,92,"ROSSI'S DELI",-122.435168,37.761954
"858",4992,92,"HEALTHY SPIRITS",-122.435386,37.765673
"859",5000,96,"PEET'S COFFEE & TEA",-122.432012,37.764947
"860",5006,92,"LA MEJOR BAKERY",-122.41916,37.752156
"861",5011,89,"STARBUCKS COFFEE CO",-122.415182,37.778357
"862",5017,86,"COLLEGE MARKET",-122.422397,37.783613
"863",5018,100,"McDONALD'S",-122.418126,37.775977
"864",5019,96,"PEET'S COFFEE & TEA",-122.409002,37.765708
"865",5025,96,"PIZZA HUT",-122.421363,37.743313
"866",5032,100,"MITCHELLS ICE CREAM",-122.422722,37.744122
"867",5033,96,"DESTINATION BAKING COMPANY",-122.432379,37.734619
"868",5038,92,"MARINA DELI",-122.440927,37.800194
"869",5039,96,"PRESIDIO THEATRE",-122.441914,37.800128
"870",5049,83,"LEE'S DELI",-122.400052,37.787113
"871",5053,85,"JAVA TRADING CO",-122.406555,37.782659
"872",5054,100,"HOT DOG BILLS #1 (Lakeside)",-122.497934,37.708887
"873",5068,85,"CITY KINETICS",-122.394573,37.792137
"874",5071,100,"CAFE-ROSSO",-122.477084,37.720851
"875",5077,96,"SEAKOR DELI",-122.483181,37.780054
"876",5083,96,"AMC-Level #2",-122.421052,37.784784
"877",5084,98,"AMC-Level #4",-122.421052,37.784784
"878",5085,94,"AMC-Level #7",-122.421052,37.784784
"879",5091,98,"Crab Cake & Sweet",-122.410189,37.80824
"880",5096,92,"POPEYES-GENEVA & MISSION",-122.441187,37.716643
"881",5104,100,"In-N-Out Burger",-122.417887,37.807923
"882",5110,94,"McDONALD'S #17079",-122.400641,37.789838
"883",5118,92,"KFC",-122.478732,37.742948
"884",5120,89,"DOMINO'S PIZZA",-122.497162,37.753368
"885",5124,90,"PIZZA HUT #758280",-122.415454,37.786477
"886",5136,100,"Taco Bell",-122.396464,37.793874
"887",5137,94,"McDonald's",-122.398954,37.793914
"888",5144,100,"POPEYES CHICKEN & BISCUIT",-122.437804,37.774873
"889",5150,94,"Kentucky Fried Chicken",-122.424782,37.769758
"890",5156,94,"McDONALD'S",-122.407565,37.765507
"891",5232,100,"GLOBAL GOURMET CATERING",-122.387493,37.758887
"892",5239,100,"San Francisco Ladies Protection & Relief Society",-122.408422,37.793049
"893",5243,100,"CHRISTOPHER'S CATERING",-122.390225,37.739197
"894",5252,94,"DAY DARMET CATERING",-122.380207,37.72608
"895",5254,100,"BETTY ZLATCHIN CATERING",-122.390879,37.755483
"896",5267,98,"Knights Catering",-122.383872,37.741939
"897",5268,100,"SAN FRANCISCO MUSEUM OF MODERN ART",-122.401192,37.785643
"898",5272,100,"PAN-O-RAMA",-122.411254,37.762921
"899",5289,96,"San Francisco Crepe Co, Inc",-122.406761,37.774722
"900",5291,92,"EL TONAYENSE CATERING TRUCK",-122.413239,37.760583
"901",5297,84,"EL NORTENO",-122.402466,37.776011
"902",5301,93,"Tacos San Buena",-122.415121,37.749851
"903",5301,93,"Tacos San Buena",-122.415121,37.749851
"904",5325,100,"SAN FRANCISCO SOUP COMPANY",-122.403305,37.776775
"905",5430,87,"Annie's Hot Dogs",-122.418985,37.779847
"906",5434,96,"Annie's Hot Dogs",-122.418985,37.779847
"907",5437,100,"Stanley's Steamers",-122.408452,37.791586
"908",5441,94,"Annie's Hot Dogs",-122.418985,37.779847
"909",5455,100,"AT&T -  CARVERY Stand-Field level",-122.391151,37.778382
"910",5479,100,"AT&T -  JOE GARCIA, Edsel Ford Fong, Wine Bar  Stand",-122.391151,37.778382
"911",5480,100,"AT&T -  Ballpark Snacks Stand",-122.391151,37.778382
"912",5507,100,"AT&T - Cable Car Bar - Centerfield",-122.391151,37.778382
"913",5533,96,"LEAPING LEMUR CART",-122.48629,37.721453
"914",5552,100,"WILDLIFE CONNECTION ESPRESSO CART",-122.502535,37.73017
"915",5562,94,"NY FRANKFURTER / COFFEE CART",-122.418985,37.779847
"916",5564,93,"Aramark at Grace Cathedral",-122.413334,37.791538
"917",5605,88,"CALIF PACIFIC MEDICAL CTR - CART",-122.431039,37.791426
"918",5606,94,"CALIFORNIA PACIFIC MEDICAL CENTER",-122.435736,37.768922
"919",5607,77,"SFSU STATION CAFE",-122.477084,37.720851
"920",5610,98,"NY Frankfurter / Hot Dog Cart",-122.418985,37.779847
"921",5617,100,"AT&T - BON APPETIT KITCHEN & Concession Stand [145165]",-122.391151,37.778382
"922",5618,96,"AT&T - DOGGIE DINER room 3228 [145164]",-122.391151,37.778382
"923",5620,96,"AT&T -Espresso-Dessert carts & room 4.29.02-suite level [145144]",-122.391151,37.778382
"924",5621,100,"AT&T - Pub Murph's Guiness Club House/Room5302 [145151]",-122.391151,37.778382
"925",5622,84,"AT&T - VENDING COMMISSARY [145152]",-122.393914,37.757923
"926",5623,100,"AT&T - DOGGIE DINNER Room 5310 [145153]",-122.391151,37.778382
"927",5624,98,"AT&T - DERBY GRILL Room 5311 [145154]",-122.391151,37.778382
"928",5626,100,"AT&T - DOGGIE DINNER-Room 5318/v [145156]",-122.391151,37.778382
"929",5627,94,"AT&T - SAY HEY SAUSAGE-Room 5319 [145157]",-122.391151,37.778382
"930",5628,98,"AT&T - Derby Grill- Room 5323/view [145158]",-122.393914,37.757923
"931",5629,98,"AT&T - DOGGIE DINNER - Room 5325 [145159]",-122.391151,37.778382
"932",5630,100,"AT&T - VENDING COMMISSARY Rm5326 [145160]",-122.391151,37.778382
"933",5631,94,"AT&T -Room 5331 GILROY GARLIC FRIES/view [145161]",-122.391151,37.778382
"934",5632,90,"AT&T - DOGGIE DINNER - Rm 5333/v [145162]",-122.391151,37.778382
"935",5633,96,"AT&T - FIELD CLUB CONCESSION [145185]",-122.391151,37.778382
"936",5634,96,"AT&T - COMMISARY KITCHEN [145184]",-122.391151,37.778382
"937",5635,96,"AT&T - EMPLOYEE TRAINING RM F/L [145183]",-122.391151,37.778382
"938",5636,98,"AT&T - DRY STORAGE [145182]",-122.391151,37.778382
"939",5641,100,"AT&T - DOGGIE DINER Room 2112 [145173]",-122.391151,37.778382
"940",5642,98,"AT&T - Room 2114 Budweiser [145174]",-122.391151,37.778382
"941",5643,98,"AT&T - GILROY GARLIC FRIES Room 2118 [145175]",-122.391151,37.778382
"942",5644,86,"AT&T - DOGGIE DINER room 2121 [145176]",-122.391151,37.778382
"943",5645,98,"AT&T - SAY HEY SAUSAGE room 2127 [145177]",-122.391151,37.778382
"944",5646,85,"AT&T -Room 2130 Derby Grill/Port Walk Pizza [145178]",-122.391151,37.778382
"945",5647,100,"AT&T - DOGGIE DINER room 2134 [145179]",-122.391151,37.778382
"946",5648,100,"AT&T - VENDING ROOM [145180]",-122.391151,37.778382
"947",5649,92,"AT&T - DOGGIE-SAUSAGE-/Room 2142 [145181]",-122.391151,37.778382
"948",5650,98,"AT&T - DOGGIE DINER room 3205 [145167]",-122.391151,37.778382
"949",5651,98,"AT&T - BON APPETIT Room 3209 [145168]",-122.391151,37.778382
"950",5652,100,"AT&T - STORE ROOM WALK-IN BOX [145166]",-122.391151,37.778382
"951",5653,92,"S. F. Chowder A Chili Cart",-122.410189,37.80824
"952",5654,96,"S. F. Gourmet Hot Dog Cart",-122.410189,37.80824
"953",5657,100,"AT&T - CABLE CAR BAR (PROMENADE) [146520]",-122.391151,37.778382
"954",5658,100,"AT&T - CABLE CAR BAR (VIEW) [146519]",-122.391151,37.778382
"955",5744,98,"Fun Food Partners - Aunt Fanny's",-122.409411,37.668824
"956",5767,94,"PUNLA PARKVIEW INN",-122.443342,37.770144
"957",5786,96,"UNION STREET INN",-122.435968,37.796977
"958",5787,100,"LAWTON ELEMENTARY SCHOOL",-122.489596,37.758013
"959",5788,89,"ULLOA ELEMENTARY SCHOOL",-122.499923,37.737289
"960",5789,100,"STEVENSON ELEMENTARY SCHOOL",-122.492255,37.748853
"961",5790,96,"GIANNINI MIDDLE SCHOOL",-122.497233,37.751406
"962",5791,96,"NEW SUNSET ELEMENTARY SCHOOL",-122.499814,37.750928
"963",5792,100,"KEY ELEMENTARY SCHOOL",-122.502465,37.758108
"964",5794,100,"LINCOLN HIGH SCHOOL",-122.481299,37.747228
"965",5796,100,"APTOS MIDDLE SCHOOL",-122.466238,37.730198
"966",5797,100,"SLOAT ELEMENTARY SCHOOL",-122.470957,37.731868
"967",5800,96,"John Chin Elementary School",-122.403154,37.798358
"968",5801,100,"FLYNN ELEMENTARY SCHOOL",-122.41197,37.748264
"969",5802,100,"LOWELL HIGH SCHOOL",-122.483578,37.731027
"970",5803,100,"SUNNYSIDE ELEMENTARY SCHOOL",-122.448801,37.730307
"971",5804,100,"JUNIPERO SERRA ELEMENTARY SCHOOL",-122.421132,37.736683
"972",5805,100,"ORTEGA ELEMENTARY SCHOOL",-122.466248,37.716156
"973",5807,98,"SHERIDAN ELEMENTARY SCHOOL",-122.459115,37.714304
"974",5808,100,"BALBOA HIGH SCHOOL",-122.43983,37.722067
"975",5810,100,"DENMAN MIDDLE SCHOOL",-122.442876,37.721825
"976",5812,98,"Zaida T. Rodriguez (ZTR) Annex Child Development Center",-122.419293,37.750243
"977",5814,100,"FAIRMOUNT ELEMENTARY SCHOOL",-122.425576,37.740395
"978",5815,94,"ALVARADO ELEMENTARY SCHOOL",-122.438696,37.753684
"979",5817,96,"LAKESHORE ELEMENTARY SCHOOL",-122.4861,37.730637
"980",5818,98,"MISSION ED. CENTER ELEMENTARY",-122.43104,37.742294
"981",5819,98,"MIRALOMA ELEMENTARY SCHOOL",-122.450227,37.739266
"982",5820,100,"GLEN PARK ELEMENTARY SCHOOL",-122.435998,37.73322
"983",5821,96,"MOSCONE ELEMENTARY SCHOOL",-122.412293,37.756231
"984",5823,94,"WEBSTER ELEMENTARY SCHOOL",-122.396296,37.760474
"985",5825,100,"GUADALUPE ELEMENTARY SCHOOL",-122.434202,37.710464
"986",5827,93,"HILLCREST ELEMENTARY SCHOOL",-122.419253,37.729016
"987",5828,96,"GEORGE WASHINGTON HIGH SCHOOL",-122.492005,37.777772
"988",5829,96,"LAFAYETTE ELEMENTARY SCHOOL",-122.49649,37.777603
"989",5830,96,"Theodore Roosevelt Middle School",-122.458926,37.782383
"990",5830,96,"Theodore Roosevelt Middle School",-122.458926,37.782383
"991",5831,100,"FRANK MCCOPPIN ELEMENTARY SCHOOL",-122.462787,37.778382
"992",5834,100,"Presidio Middle School",-122.490105,37.780823
"993",5835,94,"Rosa Parks Elementary School",-122.430141,37.783604
"994",5837,100,"MCKINLEY ELEMENTARY SCHOOL",-122.436377,37.767231
"995",5838,90,"HARVEY MILK ELEMENTARY SCHOOL",-122.436488,37.759173
"996",5839,98,"ALICE FONG YU ELEMENTARY SCHOOL",-122.469292,37.759386
"997",5841,92,"JEFFERSON ELEMENTARY SCHOOL",-122.476332,37.763543
"998",5842,90,"GRATTAN ELEMENTARY SCHOOL",-122.450513,37.763842
"999",5843,83,"HOOVER MIDDLE SCHOOL",-122.470308,37.745374
"1000",5844,98,"CLARENDON ELEMENTARY SCHOOL",-122.456517,37.751552
"1001",5847,100,"John Muir Elementary School",-122.429076,37.774046
"1002",5850,100,"Zaida T. Rodriguez (ZTR) Child Development Center",-122.418255,37.749837
"1003",5851,92,"ROOFTOP SCHOOL",-122.443967,37.754685
"1004",5852,96,"CARVER ELEMENTARY SCHOOL",-122.386391,37.732408
"1005",5853,100,"RAOUL WALLENBERG HIGH SCHOOL",-122.445864,37.780133
"1006",5854,92,"Gateway High/Kip Schools",-122.437747,37.783427
"1007",5855,94,"SOTA (SCHOOL OF THE ARTS)",-122.45085,37.745674
"1008",5856,87,"Sanchez School",-122.430767,37.76395
"1009",5859,98,"BURTON HIGH SCHOOL",-122.405108,37.720656
"1010",5860,100,"June Jordan",-122.425581,37.719719
"1011",5862,100,"MARTIN L. KING MIDDLE SCHOOL",-122.404921,37.728088
"1012",5863,94,"International Studies Academy",-122.401226,37.761633
"1013",5864,100,"VISITACION VALLEY MIDDLE SCHOOL",-122.411433,37.714428
"1014",5866,92,"KING ELEMENTARY SCHOOL",-122.39939,37.753196
"1015",5867,98,"MALCOLM X ELEMENTARY SCHOOL",-122.380619,37.733741
"1016",5870,98,"CARMICHAEL ELEMENTARY SCHOOL",-122.406342,37.776948
"1017",5871,100,"CHAVEZ ELEMENTARY SCHOOL",-122.415376,37.754805
"1018",5874,98,"HARTE ELEMENTARY SCHOOL",-122.389105,37.718746
"1019",5877,94,"CLAIRE LILIENTHAL SCHOOL-MADISON CA",-122.458014,37.786808
"1020",5880,98,"Francisco Middle School",-122.411617,37.804368
"1021",5881,100,"Chinese Education Center Elementary School",-122.404114,37.794909
"1022",5883,96,"Jean Parker Elementary School",-122.411234,37.802479
"1023",5884,100,"Gordon J Lau Elementary School",-122.408734,37.794008
"1024",5885,100,"Spring Valley Elementary School",-122.418857,37.794434
"1025",5886,100,"Redding Elementary School",-122.419277,37.789753
"1026",5888,92,"Bryant Elementary School",-122.404626,37.751776
"1027",5889,98,"O'CONNELL HIGH SCHOOL",-122.414674,37.75962
"1028",5891,94,"FILIPINO ED. CTR ELEMENTARY SCHOOL",-122.400308,37.780295
"1029",5892,94,"MISSION HIGH SCHOOL",-122.427293,37.761425
"1030",5893,100,"CLEVELAND ELEMENTARY SCHOOL",-122.429004,37.720765
"1031",5894,100,"SAN FRANCISCO COMMUNITY ELEM.SCHOOL",-122.432348,37.725657
"1032",5895,100,"Downtown High School",-122.404146,37.761354
"1033",5897,100,"BRET HARTE CHILDREN'S CENTER",-122.390006,37.718375
"1034",5898,100,"MONROE ELEMENTARY SCHOOL",-122.430106,37.725199
"1035",5901,98,"Garfield Elementary School",-122.406534,37.801794
"1036",5902,90,"Galileo High School",-122.424084,37.803347
"1037",5903,100,"Yick Wo Elementary School",-122.416254,37.801964
"1038",5905,96,"MARINA MIDDLE SCHOOL",-122.43641,37.801776
"1039",5908,98,"SHERMAN ELEMENTARY SCHOOL",-122.426167,37.798243
"1040",5912,100,"ARGONNE ALTERNATIVE ELEMENTARY SCHO",-122.476785,37.775155
"1041",5913,96,"ST CHARLES SCHOOL",-122.416107,37.762074
"1042",5919,100,"SAN FRANCISCO DAY SCHOOL",-122.446877,37.777988
"1043",5925,94,"ARCHBISHOP RIORDAN HIGH SCHOOL CAFE",-122.45245,37.727337
"1044",5926,100,"SAN FRANCISCO SCHOOL, THE",-122.411648,37.732518
"1045",5927,94,"CORNERSTONES ACADEMY",-122.418728,37.729108
"1046",5935,100,"ST GABRIEL SCHOOL",-122.499046,37.739514
"1047",5937,100,"HERGE SCHOOL",-122.425694,37.800278
"1048",5938,98,"HAMLIN",-122.432474,37.794608
"1049",5940,100,"Sts. Peter & Paul School",-122.410384,37.801278
"1050",5942,100,"EPIPHANY ELEMENTARY",-122.434402,37.715985
"1051",5946,98,"Notre Dame des Victoires",-122.406497,37.791393
"1052",5948,100,"BRANDEIS-HILLEL DAY SCHOOL",-122.475282,37.713935
"1053",5950,94,"LICK-WILMERDING HIGH SCHOOL",-122.448971,37.722933
"1054",5951,98,"ST. THOMAS MORE",-122.47308,37.712259
"1055",5952,98,"IMMACULATE CONCPTION ACADEMY",-122.423558,37.751923
"1056",5953,100,"ST PETER'S PARISH SCHOOL",-122.41,37.751678
"1057",5955,96,"SF CHRISTIAN DAY SCHOOL",-122.448082,37.709896
"1058",5958,100,"ST. THOMAS THE APOSTLE",-122.499709,37.775573
"1059",5959,96,"ST. JOHN'S SNACK BAR",-122.437679,37.735264
"1060",5960,94,"ST. ANNE",-122.471582,37.763403
"1061",5961,93,"ST VINCENT DE PAUL",-122.43789,37.795882
"1062",5962,96,"HILLWOOD SCHOOL",-122.439834,37.793364
"1063",5963,96,"Mother Goose School",-122.488126,37.783013
"1064",5965,100,"EUREKA LEARNING CENTER",-122.436685,37.754988
"1065",5966,96,"St. Ignatius",-122.495556,37.749624
"1066",5968,100,"Chinese Hospital",-122.409173,37.795663
"1067",5969,100,"EDEN VILLA-SAN FRANCISCO",-122.448764,37.782418
"1068",5970,96,"Heritage, The",-122.431547,37.802798
"1069",5974,100,"RICHMOND SENIOR CENTER - 3RD FLOOR",-122.486199,37.779943
"1070",5975,98,"ST. JOHN OF GOD SENIOR MEALS PROGRA",-122.461978,37.764408
"1071",5976,100,"RICHMOND YMCA SENIOR CENTER",-122.477265,37.781253
"1072",5977,100,"SF Adult Day Services",-122.454822,37.713253
"1073",5980,96,"Presentation Adult Day Health",-122.411458,37.785033
"1074",5982,94,"SF Senior Center at Aquatic Park Meals Program",-122.423704,37.806258
"1075",5985,100,"San Francisco Senior Center Downtown Branch",-122.412648,37.785789
"1076",5986,100,"North & South of Market ADHC",-122.416373,37.781568
"1077",5988,83,"Curry Senior Center",-122.414527,37.782703
"1078",5990,98,"MISSION YMCA SENIOR MEALS PROGRAM",-122.427831,37.732292
"1079",5992,94,"RUSSIAN AMERICAN COMMUNITY SVC",-122.449974,37.780768
"1080",5993,100,"SELF-HELP FOR THE ELDERLY",-122.481229,37.780174
"1081",5994,100,"FAMILY SERVICE AGENCY OF S.F.",-122.424136,37.782727
"1082",5995,100,"On Low Wui Senior Center",-122.408452,37.791586
"1083",5997,100,"STONESTOWN FAMILY YMCA (SR. ANNEX)",-122.47588,37.730576
"1084",5998,100,"CENTRO LATINO DE SAN FRANCISCO",-122.421263,37.766618
"1085",5999,92,"The Salvation Army",-122.420915,37.754397
"1086",6000,100,"Mission Neighborhood Centers",-122.418215,37.761007
"1087",6001,96,"PRESIDIO GATE APARTMENTS",-122.446784,37.798558
"1088",6003,100,"JOSEPH LEE RECREATION CENTER",-122.389694,37.735232
"1089",6005,90,"Salvation Army Cen. Corps / Sr. Act. Ctr",-122.400338,37.781307
"1090",6007,100,"BAYVIEE HUNTER Pt. ADULT DAY HE",-122.383559,37.73241
"1091",6009,98,"Self-Help For The Elderly - Lady Shaw Senior Center",-122.411899,37.796857
"1092",6010,90,"On Lok Senior Day Health Service",-122.410374,37.797883
"1093",6012,100,"Sunset Senior Center",-122.497977,37.738334
"1094",6015,98,"Telegraph Hill Senior Meals Program",-122.412494,37.802918
"1095",6016,100,"On Lok Senior Health Services, Inc",-122.419047,37.788823
"1096",6018,100,"3RD BAPTIST FELLOWSHIP HALL",-122.434677,37.778233
"1097",6019,100,"KIMOCHI HOME",-122.426377,37.786944
"1098",6021,100,"POTRERO HILL NEIGHBORHOOD House",-122.400926,37.758134
"1099",6025,83,"KIMOCHI INC",-122.430883,37.786428
"1100",6030,90,"Woolf House Senior Center",-122.402952,37.783037
"1101",6032,100,"FRANCIS OF ASSISI SENIOR MEALS PROG",-122.424466,37.768904
"1102",6037,94,"CASTRO SENIOR CENTER",-122.437185,37.760317
"1103",6348,92,"Castro Street Chevron",-122.434755,37.762857
"1104",6356,100,"CHEVRON #1768",-122.458519,37.781193
"1105",6432,98,"CLAY THEATRE",-122.434174,37.790494
"1106",6500,94,"CHRISTA MARKET",-122.442217,37.788638
"1107",6521,100,"POTRERO TERRACE MARKET",-122.39879,37.754882
"1108",6583,98,"AKRON MEAT MARKET",-122.415221,37.758813
"1109",6619,94,"J C Market",-122.408834,37.795788
"1110",6620,79,"New Ocean Seafood & Produce",-122.408834,37.795788
"1111",6625,98,"House of Coffee",-122.481201,37.754058
"1112",6636,98,"STARBUCKS",-122.416939,37.777053
"1113",6677,100,"SNACK & BOTTLE SHOP",-122.430562,37.720524
"1114",6680,96,"Spicy Bite Food, Inc",-122.422853,37.740934
"1115",6686,94,"Chevron #1539",-122.477186,37.763802
"1116",6718,96,"General Nutrition #302",-122.401309,37.789353
"1117",6746,94,"CHEZ PAPA",-122.393914,37.757923
"1118",6748,96,"West Portal Nutrition Center",-122.467661,37.739147
"1119",6756,100,"Godiva Chocolatier Inc.",-122.475639,37.728497
"1120",6768,100,"PING'S MEAT MARKET",-122.461229,37.777286
"1121",6800,94,"Arts Valero",-122.402069,37.724053
"1122",6807,100,"QUARTS' N PINTS",-122.489972,37.753678
"1123",6813,94,"SF WINE TRADING COMPANY",-122.468991,37.743378
"1124",6860,84,"Searchlight Market",-122.418987,37.799006
"1125",6863,100,"Cheese Plus",-122.421665,37.795273
"1126",6904,96,"BUCHANAN FOOD MART",-122.430684,37.789844
"1127",6913,100,"XTRA OIL CORP",-122.387913,37.743151
"1128",6916,94,"GRAND 7 LIQUOR & DELI",-122.393975,37.749949
"1129",6962,94,"Luen Fat Market",-122.408354,37.796303
"1130",6965,82,"Hang Seng Meat Market",-122.408834,37.795788
"1131",6966,96,"M.P. Seafood Market",-122.409065,37.795786
"1132",7033,94,"Sunset Strip",-122.490019,37.761083
"1133",7056,86,"FRESH MEAT MARKET",-122.418659,37.753722
"1134",7087,87,"VALENCIA FARMER'S MARKET",-122.420585,37.752162
"1135",7093,98,"DIVISADERO HEALTH HAVEN",-122.4379,37.775185
"1136",7105,93,"CENTRAL HAIGHT MARKET",-122.4437,37.77036
"1137",7111,100,"OAK FAIR MARKET",-122.435709,37.773285
"1138",7206,98,"NOE HILL MARKET",-122.432839,37.759393
"1139",7207,86,"GOLDEN PRODUCE",-122.429024,37.768187
"1140",7210,92,"NOE VALLEY MARKET",-122.433275,37.765728
"1141",7211,96,"RELIANCE MARKET",-122.434626,37.757743
"1142",7214,94,"SUN FAT SEAFOOD",-122.418586,37.754094
"1143",7241,98,"CHEVRON #1712",-122.430864,37.800538
"1144",7243,100,"CASA LUCAS #3",-122.434216,37.725432
"1145",7335,100,"Swirl On Castro",-122.434935,37.759738
"1146",7361,89,"PastaGina",-122.436286,37.751403
"1147",7366,100,"ALL STATES BEST FOODS",-122.397589,37.759913
"1148",7375,100,"WALGREENS #05487",-122.392797,37.729277
"1149",7449,98,"CHEVRON #1760",-122.412819,37.775314
"1150",7450,90,"GENKI",-122.462822,37.783048
"1151",7457,96,"24TH STREET CHEESE COMPANY",-122.429369,37.751564
"1152",7461,100,"PACIFIC HEIGHTS CHEVRON",-122.435704,37.788708
"1153",7464,100,"Zelinsky",-122.412,37.808494
"1154",7467,89,"RUSSELL'S CONVENIENCE #621",-122.395192,37.789314
"1155",7475,98,"North Beach Food Mart",-122.413864,37.802905
"1156",7477,100,"Harbor Emperor",-122.412,37.808494
"1157",7480,96,"Union Street Produce",-122.412667,37.799973
"1158",7495,100,"LINCOLN 76",-122.509335,37.763483
"1159",7496,100,"Peralta",-122.412,37.808494
"1160",7502,90,"RUSSELL'S CONVENIENCE #604",-122.396074,37.791051
"1161",7503,100,"The Daily Habit",-122.39914,37.795227
"1162",7512,84,"SUPERETTE MARKET",-122.409814,37.784337
"1163",7517,100,"Discount Grocers",-122.420164,37.787924
"1164",7519,93,"EMPIRE MARKET",-122.414178,37.783682
"1165",7527,96,"DON CHUYS MEXI-MERCADO",-122.429309,37.724122
"1166",7528,100,"Encinal",-122.412,37.808494
"1167",7529,100,"BILLIARD PALACADE",-122.441505,37.715769
"1168",7530,98,"HILLCREST MARKET",-122.419697,37.728993
"1169",7534,90,"RUSSELL'S CONVENIENCE #605",-122.397852,37.792037
"1170",7538,96,"FREDS LIQUOR & DELI",-122.406761,37.774722
"1171",7541,100,"Fog Hill Market",-122.405816,37.800046
"1172",7546,100,"Acme Bread Company",-122.39377,37.795225
"1173",7547,100,"Sur La Table",-122.39377,37.795225
"1174",7555,100,"VINH KHANG HERBS & GINSENG",-122.464762,37.782957
"1175",7558,96,"Seafood Center",-122.46826,37.782724
"1176",7561,90,"STARCO MART",-122.410063,37.779804
"1177",7562,100,"THOM'S NATURAL FOODS/FRESH ORGANICS",-122.482169,37.780133
"1178",7571,100,"ROXIE FOOD CENTER",-122.441391,37.726948
"1179",7573,96,"Green Earth Natural Foods",-122.438287,37.777598
"1180",7575,94,"SUPER MIRA",-122.429754,37.786568
"1181",7576,98,"CHEVRON STATIONS INC. #1522",-122.422314,37.789645
"1182",7598,98,"BEVERAGES & MORE",-122.404059,37.744984
"1183",7599,100,"Intintoli",-122.412,37.808494
"1184",7600,100,"MV Vallejo",-122.412,37.808494
"1185",7601,100,"Old Blue",-122.412,37.808494
"1186",7602,91,"Oski",-122.412,37.808494
"1187",7603,94,"Royal Star",-122.412,37.808494
"1188",7605,90,"SONOMA LIQUORS",-122.406761,37.774722
"1189",7608,100,"BRYANT SHELL #4",-122.397869,37.779764
"1190",7610,98,"UNIMART",-122.411712,37.776098
"1191",7617,100,"LITTLE VILLAGE MARKET",-122.415782,37.711887
"1192",7618,100,"TEDDY GROCERY",-122.408524,37.715194
"1193",7634,100,"S & P Concessions-MS Marin",-122.39303,37.794404
"1194",7635,90,"SURFSIDE LIQUORS",-122.376657,37.732545
"1195",7640,96,"JUDAH MINI MARKET",-122.486258,37.761363
"1196",7645,84,"LUCKY PORK MARKET",-122.418626,37.754513
"1197",7646,96,"VALENCIA GROCERY",-122.420713,37.752059
"1198",7649,98,"SERV U MARKET",-122.409771,37.757608
"1199",7651,100,"24 HR CONVENIENCE MKT",-122.438144,37.776594
"1200",7653,90,"HAYES MARKET",-122.427744,37.776298
"1201",7655,98,"H & W GROCERY & LIQUOR",-122.429577,37.77598
"1202",7656,98,"PARKSIDE MARKET",-122.442811,37.774411
"1203",7661,88,"DONA TERE'S MARKET",-122.410392,37.757578
"1204",7663,94,"GGP MARKET",-122.410822,37.752748
"1205",7664,100,"NORM'S MARKET",-122.409726,37.759045
"1206",7675,100,"S & P Concessions-MS San Francisco",-122.39303,37.794404
"1207",7678,90,"Casa Thai Market",-122.420122,37.765049
"1208",7689,100,"UNOCAL 76  PACIFIC ENTERPRISES",-122.452707,37.723133
"1209",7691,94,"Golden Bear",-122.412,37.808494
"1210",7698,100,"S & P Concessions-MS Sonoma",-122.399862,37.799005
"1211",7702,100,"THE CITY STORE",-122.418295,37.750237
"1212",7708,100,"SUN VALLEY",-122.426766,37.745154
"1213",7711,90,"RICHMOND NEW MAY WAH SUPERMARKET",-122.467028,37.782784
"1214",7722,96,"Bay Monarch",-122.412,37.808494
"1215",7728,100,"PETE'S UNOCAL 76",-122.503549,37.753003
"1216",7729,96,"S & P Concessions - Del Norte Ferry",-122.39303,37.794404
"1217",7736,84,"LA LOMA PRODUCE #8",-122.418435,37.751476
"1218",7745,92,"Cost Plus, Inc",-122.41528,37.805923
"1219",7748,94,"FOODS CO. #351",-122.399114,37.730164
"1220",7755,73,"ARIZMENDI BAKERY",-122.466344,37.763448
"1221",7761,98,"LELENITA'S CAKES",-122.424163,37.736628
"1222",7762,96,"Liguria Bakery",-122.409296,37.801407
"1223",7764,98,"YASUKOCHI'S SWEET SHOP",-122.429815,37.78659
"1224",7765,96,"HILDA'S MART & BAKE SHOP",-122.434488,37.722477
"1225",7768,100,"THE CAKEMAKER",-122.426187,37.775798
"1226",7771,90,"NEW SWEETHEART BAKERY",-122.411086,37.752756
"1227",7772,94,"LA REYNA BAKERY",-122.414425,37.752549
"1228",7778,94,"PAN LIDO SALVADORENO #2 INC.",-122.441924,37.71536
"1229",7779,96,"LA MEXICANA BAKERY",-122.408285,37.752922
"1230",7783,93,"THE CHESTNUT BAKERY",-122.442146,37.800016
"1231",7786,94,"DIANDA'S ITAL-AMER.PASTRY CO.",-122.418264,37.750959
"1232",7791,100,"SF Hilton - Pastry/Bakery",-122.410207,37.786102
"1233",7796,80,"SUPER LOW MARKET",-122.433775,37.72596
"1234",7857,96,"JOLT N' BOLT",-122.387584,37.759868
"1235",7880,96,"BALLROOM BAKERY",-122.404752,37.784964
"1236",7997,96,"COSTCO WHOLESALE",-122.41051,37.770938
"1237",8005,100,"GODIVA CHOCOLATIER",-122.407563,37.784317
"1238",8122,96,"A. TARANTINO & SONS INC.",-122.3896,37.725932
"1239",8151,100,"EVERGOOD SAUSAGE COMPANY",-122.387918,37.727494
"1240",8202,86,"Xiao Loong",-122.468775,37.738616
